service_id,service_name,entity_id,service_category,life_events,delivery_channel,target_consumers,enhanced_description,
SVC-PLN-001,Building Permit Application,DEP-031,land_use_planning_and_building_control,buying_property,office,"citizen,business","Apply to the Building & Planning Authority for permission to construct extend or modify buildings. Process: Submit building plans with site survey. Address: Physical Planning Unit, Ministerial Complex, St. George's. Phone: (473) 440-2271/2272. Email: ministryofworks@gov.gd. SLA: 6-8 weeks. Dev permit: 90 days.",
SVC-PLN-002,Subdivision / Lot Development Approval,DEP-031,land_use_planning_and_building_control,buying_property,office,business,"Apply for approval to subdivide land or undertake lot development projects. Process: Submit subdivision plan with surveys. Address: Physical Planning Unit, Ministerial Complex, St. George's. Phone: (473) 440-2271/2272. Email: ministryofworks@gov.gd.",
SVC-PLN-003,Change of Use / Planning Permission,DEP-031,land_use_planning_and_building_control,buying_property,office,"citizen,business","Apply for planning permission to change the use of land or buildings in accordance with planning regulations. Process: Submit change of use application. Address: Physical Planning Unit, Ministerial Complex, St. George's. Phone: (473) 440-2271/2272.",
SVC-PLN-004,Certificate of Occupancy Request,DEP-031,land_use_planning_and_building_control,buying_property,office,"citizen,business","Request the issuance of a Certificate of Occupancy for buildings that have been completed and inspected. Process: Request final inspection after construction completion. Address: Physical Planning Unit, Ministerial Complex, St. George's. Phone: (473) 440-2271/2272.",
SVC-EA-001,Public Sector Digital Roadmap Support,AGY-005,enterprise_architecture_services,,"office,email, web_portal",government_employee,"Support ministries and agencies to develop a digital transformation roadmap aligned with Grenada's Enterprise Architecture. Process: Request support through formal engagement. Address: Digital Transformation Agency, St. George's. Email: dta@gov.gd, website: gea.gov.gd",
SVC-EA-002,Grenada EA Framework Review,AGY-005,enterprise_architecture_services,,"office,email, web_portal",government_employee,"Request support to interpret update or extend the Grenada Enterprise Architecture framework for a specific initiative. Process: Submit review request. Address: Digital Transformation Agency, St. George's. Email: dta@gov.gd, website: gea.gov.gd",
SVC-EA-003,Grenada EA Capability Maturity Assessment,AGY-005,enterprise_architecture_services,,"office,email, web_portal",government_employee,"Request an assessment of EA capability and eGovernment maturity for an MDA especially where funding involves digital initiatives. Process: Schedule assessment. Address: Digital Transformation Agency, St. George's. Email: dta@gov.gd, website: gea.gov.gd",
SVC-EA-004,Grenada EA Repository Access,AGY-005,enterprise_architecture_services,,"office,email, web_portal",government_employee,"Request controlled access to Grenada's national EA repository for authorised officers and partners. Process: Submit access request with justification. Web: EA Portal. Email: dta@gov.gd, website: gea.gov.gd, website: gea.gov.gd",
SVC-EA-005,Grenada EA Compliance Review,AGY-005,enterprise_architecture_services,,"office,email, web_portal",government_employee,"Request an EA compliance review of a solution or project against Grenada EA principles standards and guidelines. Process: Submit solution documentation for review. Address: Digital Transformation Agency, St. George's. Email: dta@gov.gd, website: gea.gov.gd",
SVC-EA-006,IT Portfolio Review,AGY-005,enterprise_architecture_services,,"office,email, web_portal",government_employee,"Request a structured review of an MDA's IT portfolio aligned with Grenada EA and digital transformation priorities. Process: Submit portfolio documentation. Address: Digital Transformation Agency, St. George's. Email: dta@gov.gd, website: gea.gov.gd",
SVC-EA-007,Grenada EA Training and Capacity Development,AGY-005,enterprise_architecture_services,,"office,email, web_portal",government_employee,"Request training and capacity development on Grenada EA concepts framework and practical application. Process: Register for training sessions. Address: Digital Transformation Agency, St. George's. Email: dta@gov.gd, website: gea.gov.gd",
SVC-DIG-001,EA Portal Support Request,AGY-005,digital_government_and_ict_services,,"office,email, web_portal",government_employee,"Submit a technical or functional support request related to the Grenada EA Portal. Process: Submit support ticket online. Web: EA Portal. Email: dta@gov.gd, website: gea.gov.gd",
SVC-HE-COM-003,Immunization / Vaccination Services,DEP-019,health_services_and_clinics,"having_a_baby,illness_or_disability",office,citizen,Access immunization and vaccination services for children and adults at community health clinics. Process: Visit community health centre with health card. Address: Nearest Community Health Centre. Phone: Ministry of Health (473) 440-2255. Services: Free vaccinations.,
SVC-HE-COM-004,Maternal and Child Health Services,DEP-019,health_services_and_clinics,having_a_baby,office,citizen,Access antenatal postnatal and child health services provided by Community Health Centres. Process: Register at community health centre during pregnancy. Address: Nearest Community Health Centre. Phone: Ministry of Health (473) 440-2255. Services: Free/low-cost care.,
SVC-HE-COM-005,Chronic Disease Clinic Registration,DEP-019,health_services_and_clinics,illness_or_disability,office,citizen,Register for scheduled chronic disease clinics (hypertension diabetes etc.) at community health facilities. Process: Register with diagnosis and referral. Address: Nearest Community Health Centre. Phone: Ministry of Health (473) 440-2255.,
SVC-HE-COM-006,Home Visiting / District Nursing Services,DEP-019,health_services_and_clinics,illness_or_disability,office,citizen,Request district nursing or home-visiting services for eligible persons in the community health system. Process: Request through community health centre or hospital referral. Phone: Ministry of Health (473) 440-2255.,
SVC-HE-COM-007,Environmental Complaint Submission,DEP-017,public_health_and_sanitation,,"office,phone",citizen,"Submit complaints related to sanitation rodents nuisances or public health hazards for investigation. Process: Submit complaint to Environmental Health. Address: Environmental Health Department, Ministry of Health Complex, Tanteen. Phone: (473) 440-2255.",
SVC-HE-LIC-001,Application for Medical Facility Licence,DEP-017,health_facility_licensing,starting_a_business,office,business,"Apply for approval and licensing of private medical clinics dental clinics diagnostic labs or health facilities. Process: Submit application with facility plans and staff credentials. Address: Ministry of Health, Ministerial Complex, Tanteen. Phone: (473) 440-2255.",
SVC-HE-LIC-002,Health Facility Renewal Inspection,DEP-017,health_facility_licensing,starting_a_business,office,business,"Request renewal inspection and certification for licensed private health facilities. Process: Submit renewal application before licence expiry. Address: Ministry of Health, Ministerial Complex, Tanteen. Phone: (473) 440-2255.",
SVC-SOC-009,Child Protection Case Intake,DEP-024,social_protection_and_family_support,"child_welfare,violence_or_abuse","office,phone",citizen,"Submit requests or referrals for child protection assessments or support. Process: Contact Child Protection Authority directly or through social services. Address: Child Protection Authority, St. George's. Phone: (473) 440-6037. Hotline available.",
SVC-SOC-010,Foster Care Application,DEP-024,social_protection_and_family_support,child_welfare,office,citizen,"Apply to become a foster parent under national foster care programmes. Process: Complete application and home study process. Address: Child Protection Authority, St. George's. Phone: (473) 440-6037.",
SVC-SOC-011,Adoption Application Support Services,DEP-024,social_protection_and_family_support,child_welfare,office,citizen,"Support services for families initiating adoption processes. Process: Consultation and support through adoption process. Address: Child Protection Authority, St. George's. Phone: (473) 440-6037.",
SVC-SOC-012,Home Help / Caregiver Support for Elderly,DEP-026,social_protection_and_family_support,"illness_or_disability,retiring",office,citizen,"Request caregiver or home-help support for elderly or disabled persons in vulnerable households. Process: Submit application with assessment. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-SOC-013,Counselling Referral (Court / Police / Community),DEP-026,social_protection_and_family_support,violence_or_abuse,office,citizen,"Referral-based counselling for individuals or families referred through courts police or community services. Process: Referred by court, police or community agency. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-SOC-014,Disaster Response Household Assessment,DEP-026,disaster_support_and_assessment,disaster_recovery,office,citizen,"Assessment of households affected by disasters for temporary support programmes. Process: Register with NEMO or social services after disaster declaration. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-PLN-005,Electrical Permit Application,DEP-031,land_use_planning_and_building_control,buying_property,office,"citizen,business","Apply for an electrical installation permit for new or existing buildings. Process: Submit electrical plans with licensed electrician certification. Address: Physical Planning Unit, Ministerial Complex, St. George's. Phone: (473) 440-2271/2272.",
SVC-PLN-006,Plumbing / Sewer Connection Permit,DEP-031,land_use_planning_and_building_control,buying_property,office,"citizen,business","Apply for plumbing or sewer connection permits for construction projects. Process: Submit plumbing plans with building permit. Address: Physical Planning Unit, Ministerial Complex, St. George's. Phone: (473) 440-2271/2272.",
SVC-PLN-007,Demolition Permit Application,DEP-031,land_use_planning_and_building_control,,office,"citizen,business","Apply for permission to demolish structures or buildings. Process: Submit demolition application with site details. Address: Physical Planning Unit, Ministerial Complex, St. George's. Phone: (473) 440-2271/2272.",
SVC-PLN-008,Development Control Consultation Request,DEP-031,land_use_planning_and_building_control,buying_property,office,"citizen,business","Request a consultation with the Planning Authority prior to submitting a development application. Process: Schedule pre-application consultation. Address: Physical Planning Unit, Ministerial Complex, St. George's. Phone: (473) 440-2271/2272.",
SVC-SOC-015,Childcare Subsidy Application,DEP-026,social_protection_and_family_support,"having_a_baby,child_welfare",office,citizen,"Apply for childcare subsidy assistance for low-income households. Process: Submit application with income verification. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-SOC-016,Household Economic Assessment,DEP-026,social_protection_and_family_support,experiencing_hardship,office,citizen,"Request a socio-economic assessment for placement into social programmes. Process: Social worker conducts household assessment. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-SOC-017,Family Support Case Services,DEP-026,social_protection_and_family_support,"experiencing_hardship,child_welfare",office,citizen,"Access casework services for families facing economic or social hardship. Process: Register with social services for case management. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-SOC-018,Shelter Placement Request (Emergency),DEP-024,social_protection_and_family_support,violence_or_abuse,"office,phone",citizen,"Request emergency placement in women's or family shelters. Process: Contact social services or crisis hotline. Address: Gender Affairs Division, Ministerial Complex, St. George's. Phone: (473) 440-6037. Crisis Line available.",
SVC-SOC-019,GBV Crisis Intervention Support,DEP-024,social_protection_and_family_support,violence_or_abuse,"office,phone",citizen,"Access crisis intervention for gender-based violence incidents. Process: Contact crisis hotline or walk-in. Address: Gender Affairs Division, Ministerial Complex, St. George's. Phone: (473) 440-6037. 24-hour support available.",
SVC-SOC-020,Parenting Counseling Programme Registration,DEP-026,social_protection_and_family_support,child_welfare,office,citizen,"Register for parenting and family strengthening programmes. Process: Register through social services or community referral. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-SOC-021,Youth-at-Risk Intervention Referral,DEP-026,social_protection_and_family_support,child_welfare,office,citizen,"Referral service for youth at risk of violence or exploitation. Process: Referral through school, police or community. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-SOC-022,Public Guardian / Court-Mandated Social Reports,DEP-026,social_protection_and_family_support,,office,citizen,"Request preparation of social inquiries or reports mandated by courts. Process: Court orders social investigation. Address: Social Services Department, Ministerial Complex, St. George's. Phone: (473) 440-6037.",
SVC-HE-HOSP-001,Hospital Outpatient Registration,MIN-007,health_services_and_clinics,illness_or_disability,office,citizen,"Register for outpatient visits at public hospitals. Process: Walk-in registration with ID. Address: General Hospital, Grand Etang Road, St. George's. Phone: (473) 440-2051. Fee: Nominal registration fee.",
SVC-HE-HOSP-002,Medical Records / Patient File Request,MIN-007,health_services_and_clinics,illness_or_disability,office,citizen,"Request copies of medical records or imaging reports. Process: Submit written request to Medical Records Department. Address: General Hospital, Grand Etang Road, St. George's. Phone: (473) 440-2051. SLA: 3-5 business days.",
SVC-HE-HOSP-003,Laboratory Test Request (Outpatient Walk-in),MIN-007,health_services_and_clinics,illness_or_disability,office,citizen,"Submit doctor's referral for laboratory testing at public hospitals. Process: Present doctor's referral to lab department. Address: General Hospital, Grand Etang Road, St. George's. Phone: (473) 440-2051.",
SVC-HE-HOSP-004,Radiology Appointment Booking,MIN-007,health_services_and_clinics,illness_or_disability,"office,phone",citizen,"Request X-ray ultrasound or diagnostic imaging appointment. Process: Present referral and schedule appointment. Address: General Hospital, Grand Etang Road, St. George's. Phone: (473) 440-2051.",
SVC-HE-HOSP-005,Hospital Admission Request (Referral Based),MIN-007,health_services_and_clinics,illness_or_disability,office,citizen,"Submit referral documents for hospital admission. Process: Doctor submits admission request with clinical justification. Address: General Hospital, Grand Etang Road, St. George's. Phone: (473) 440-2051.",
SVC-HE-HOSP-006,Ambulance Service Request,MIN-007,health_services_and_clinics,illness_or_disability,phone,citizen,"Request emergency ambulance support or non-emergency transport. Process: Call emergency number or hospital directly. Address: General Hospital, Grand Etang Road, St. George's. Phone: (473) 440-2051. Emergency: 911.",
SVC-HE-HOSP-007,Surgery Scheduling (Referral Based),MIN-007,health_services_and_clinics,illness_or_disability,office,citizen,"Submit referral for scheduling elective surgery at public hospitals. Process: Specialist submits surgery scheduling request. Address: General Hospital, Grand Etang Road, St. George's. Phone: (473) 440-2051.",
SVC-HE-HOSP-008,Pharmacy Prescription Refill Request,MIN-007,health_services_and_clinics,illness_or_disability,office,citizen,"Request medication refill for long-term therapy. Process: Present prescription or refill card at hospital pharmacy. Address: General Hospital Pharmacy, Grand Etang Road, St. George's. Phone: (473) 440-2051.",
SVC-POL-002,Accident Report Request,AGY-002,justice_legal_affairs_and_law_enforcement,,office,citizen,"Request an official copy of a traffic accident report. Process: Submit request with accident details and ID. Address: Traffic Department, RGPF, Point Salines. Phone: (473) 440-3999. Fee applies.",
SVC-POL-003,Incident Report Request,AGY-002,justice_legal_affairs_and_law_enforcement,,office,citizen,Request a police report for insurance legal or administrative purposes. Process: Submit request at police station with incident reference. Address: Nearest Police Station. Phone: RGPF Headquarters (473) 440-2112.,
SVC-POL-004,Firearm Licence Application,AGY-002,justice_legal_affairs_and_law_enforcement,,office,citizen,"Apply for a firearm licence under national regulations. Process: Submit application with background check and justification. Address: RGPF Headquarters, Fort George, St. George's. Phone: (473) 440-2112. SLA: 6-8 weeks processing.",
SVC-POL-005,Firearm Licence Renewal,AGY-002,justice_legal_affairs_and_law_enforcement,,office,citizen,"Renew an existing firearm licence. Process: Submit renewal before expiry with current licence. Address: RGPF Headquarters, Fort George, St. George's. Phone: (473) 440-2112.",
SVC-POL-006,Vehicle Accident Reconstruction Request,AGY-002,justice_legal_affairs_and_law_enforcement,,office,citizen,"Request specialized reconstruction services for major accidents. Process: Request through legal representative or insurance. Address: Traffic Department, RGPF, Point Salines. Phone: (473) 440-3999.",
SVC-POL-007,Noise / Nuisance Complaint Submission,AGY-002,justice_legal_affairs_and_law_enforcement,,"office,phone",citizen,Submit complaints about noise public disturbance or nuisance. Process: Report to nearest police station or call police. Address: Nearest Police Station. Phone: RGPF (473) 440-2112. Emergency: 911.,
SVC-POL-008,Missing Person Report,AGY-002,justice_legal_affairs_and_law_enforcement,,"office,phone",citizen,File a missing person report at the nearest police station. Process: Report immediately at police station with person's details and photo. Address: Nearest Police Station. Phone: RGPF (473) 440-2112. Emergency: 911.,
SVC-POL-009,Event Permission Request (Public Gathering),AGY-002,justice_legal_affairs_and_law_enforcement,,office,"citizen,business","Request permission to host public events/processions requiring police approval. Process: Submit application 14 days before event. Address: RGPF Headquarters, Fort George, St. George's. Phone: (473) 440-2112.",
SVC-TRN-001,Driver's Licence Application (New),DEP-032,transport_vehicles_and_civil_aviation,getting_drivers_license,office,citizen,"Apply for a new driver's licence (theory + road test). Process: Pass theory test, practical driving test with licensed instructor. Address: Licensing Authority, Traffic Department, Point Salines. Phone: (473) 440-3999. Fee: $50.00.",
SVC-TRN-002,Driver's Licence Renewal,DEP-032,transport_vehicles_and_civil_aviation,getting_drivers_license,"office,web_portal",citizen,"Renew a driver's licence based on expiry cycle. Process: Submit renewal with valid ID and fee. Address: Inland Revenue Division, Young Street. Phone: (473) 440-3556. Web: my.gov.gd.",
SVC-TRN-003,Learner's Permit Application,DEP-032,transport_vehicles_and_civil_aviation,getting_drivers_license,office,citizen,"Apply for a learner's permit to practice driving. Process: Pass theory test and vision screening. Address: Licensing Authority, Traffic Department, Point Salines. Phone: (473) 440-3999.",
SVC-TRN-004,Vehicle Registration (New Vehicle),DEP-032,transport_vehicles_and_civil_aviation,buying_a_vehicle,office,"citizen,business","Register new motor vehicles for use on public roads. Process: Submit proof of purchase, customs clearance, insurance. Address: Inland Revenue Division, Young Street. Phone: (473) 440-3556.",
SVC-TRN-005,Vehicle Transfer of Ownership,DEP-032,transport_vehicles_and_civil_aviation,buying_a_vehicle,office,"citizen,business","Transfer vehicle ownership between parties. Process: Both parties sign transfer documents with current registration. Address: Inland Revenue Division, Young Street. Phone: (473) 440-3556.",
SVC-TRN-006,Vehicle Fitness / Roadworthiness Certificate,DEP-032,transport_vehicles_and_civil_aviation,buying_a_vehicle,office,"citizen,business","Conduct vehicle inspection and issue roadworthiness certificate. Process: Vehicle inspection during January-June period. Address: Traffic Department, Point Salines. Phone: (473) 440-3999.",
SVC-TRN-007,Duplicate Registration Certificate Request,DEP-032,transport_vehicles_and_civil_aviation,,office,"citizen,business","Request duplicate registration papers for vehicles. Process: Submit affidavit for lost registration with ID. Address: Inland Revenue Division, Young Street. Phone: (473) 440-3556.",
SVC-TRN-008,Special Permit for Heavy Equipment,DEP-032,transport_vehicles_and_civil_aviation,,office,business,"Apply for a special permit for operating heavy equipment on public roads. Process: Submit application with equipment specifications. Address: Traffic Department, Point Salines. Phone: (473) 440-3999.",
SVC-TRN-009,Route Operators Permit (Public Transport),DEP-032,transport_vehicles_and_civil_aviation,starting_a_business,office,business,"Apply for bus/taxi route permits. Process: Submit application with vehicle fitness and insurance. Address: Traffic Department, Point Salines. Phone: (473) 440-3999.",
SVC-LND-001,State Land Purchase Application,DEP-027,land_administration_and_cadastre,buying_property,office,"citizen,business","Apply to purchase or lease designated state-owned lands through the Lands & Survey Division. Process: Submit application with intended use and financial capability. Address: Lands & Survey Division, Ministerial Complex, St. George's. Phone: (473) 440-2731.",
SVC-LND-002,Boundary Issue / Dispute Investigation Request,DEP-027,land_administration_and_cadastre,buying_property,office,citizen,"Request investigation and review of land boundary issues or disputes. Process: Submit request with survey documents and title. Address: Lands & Survey Division, Ministerial Complex, St. George's. Phone: (473) 440-2731.",
SVC-LND-003,Topographic Survey Request,DEP-027,land_administration_and_cadastre,buying_property,office,"citizen,business","Request official topographic or detailed land surveys from the Lands & Survey Division. Process: Submit survey request with property details. Address: Lands & Survey Division, Ministerial Complex, St. George's. Phone: (473) 440-2731. SLA: 7 days for plot survey.",
SVC-FSH-001,Aquaculture Licence Application,DEP-028,fisheries_and_marine_resources,starting_a_business,office,business,"Apply for a licence to operate aquaculture ponds, tanks or related facilities. Process: Submit application with facility plans and environmental assessment. Address: Fisheries Division, Melville Street, St. George's. Phone: (473) 440-3814.",
SVC-FSH-002,Fishing Gear Licence Application,DEP-028,fisheries_and_marine_resources,starting_a_business,office,citizen,"Apply for a licence for specified categories of fishing gear in marine or inland waters. Process: Submit application with gear specifications. Address: Fisheries Division, Melville Street, St. George's. Phone: (473) 440-3814.",
SVC-FOR-001,Hunting Licence Application,DEP-029,forestry_and_wildlife_management,,office,citizen,"Apply for a hunting licence in accordance with forestry and wildlife regulations. Process: Submit application during hunting season. Address: Forestry Department, Queen's Park, St. George's. Phone: (473) 440-2934.",
SVC-FOR-002,Wildlife Captivity Permit Application,DEP-029,forestry_and_wildlife_management,,office,"citizen,business","Apply for permits to keep, display or rehabilitate wildlife in captivity. Process: Submit application with facility details and animal welfare plan. Address: Forestry Department, Queen's Park, St. George's. Phone: (473) 440-2934.",
SVC-FOR-003,Tree Planting / Reforestation Support Request,DEP-029,forestry_and_wildlife_management,,office,"citizen,business","Request seedlings, technical advice or support for tree planting and reforestation activities. Process: Contact Forestry Department for seedling availability. Address: Forestry Department, Queen's Park, St. George's. Phone: (473) 440-2934.",
SVC-COOP-001,Co-operative Audit Request,DEP-030,cooperatives_and_producer_organizations,,office,business,"Request statutory or special audits for registered co-operative societies. Process: Submit audit request with financial records. Address: Cooperatives Division, Ministerial Complex, St. George's. Phone: (473) 440-2731.",
SVC-COOP-002,Co-operative By-law Amendment Submission,DEP-030,cooperatives_and_producer_organizations,,office,business,"Submit proposed amendments to a co-operative society's by-laws for review and approval. Process: Submit amended by-laws with member resolution. Address: Cooperatives Division, Ministerial Complex, St. George's. Phone: (473) 440-2731.",
SVC-EDU-008,Late Exam Registration,DEP-021,education_exams_and_assessment,going_to_school,office,student,"Submit a late registration request for approved national, regional or international examinations. Process: Submit late registration with penalty fee. Address: Examinations Unit, Ministry of Education, Tanteen. Phone: (473) 440-2737. Additional fee applies.",
SVC-EDU-009,Special Exam Accommodation Request,DEP-021,education_exams_and_assessment,going_to_school,office,student,"Request special examination accommodations (e.g. extra time, separate room) for candidates with approved needs. Process: Submit request with supporting documentation. Address: Examinations Unit, Ministry of Education, Tanteen. Phone: (473) 440-2737.",
SVC-EDU-010,Bursary / Grant Application,DEP-022,education_scholarships_and_financial_aid,pursuing_higher_education,office,student,"Apply for bursaries or grants administered through the Tertiary Education Unit. Process: Submit application with financial need documentation. Address: Tertiary Education Unit, Ministry of Education, Tanteen. Phone: (473) 440-2737.",
SVC-EDU-011,Transcript Request,DEP-022,education_scholarships_and_financial_aid,pursuing_higher_education,office,student,"Request official academic transcripts or statements of results from the Tertiary Education / related authority. Process: Submit request with ID and fee. Address: Tertiary Education Unit, Ministry of Education, Tanteen. Phone: (473) 440-2737. Fee applies.",
SVC-EDU-012,Teacher Registration,DEP-023,education_school_administration,starting_work,office,government_employee,"Register as a teacher within the national education system in accordance with Ministry of Education procedures. Process: Submit application with qualifications and police clearance. Address: Ministry of Education, Tanteen, St. George's. Phone: (473) 440-2737.",
SVC-EDU-013,Teacher Transfer Request,DEP-023,education_school_administration,,office,government_employee,"Request a transfer between schools or education districts for appointed teachers. Process: Submit transfer request through principal to Ministry. Address: Ministry of Education, Tanteen, St. George's. Phone: (473) 440-2737.",
SVC-EDU-014,School Record Request,DEP-023,education_school_administration,going_to_school,office,student,"Request copies of official school records (e.g. attendance, performance summaries) for enrolled or former students. Process: Submit request to school administration. Address: School Administration Division, Ministry of Education, Tanteen. Phone: (473) 440-2737.",
